"subj" "block" "trial" "stim" "target" "resp" "acc" "rt" "ITI" "difficulty" "task" "session"
82 "17" 20 "G" "t" "n" 1 569 586 1 "two" "001"
82 "18" 1 "B" NA "n" 1 752 1401 1 "two" "001"
82 "18" 2 "B" "b" "y" 1 552 928 1 "two" "001"
82 "18" 3 "b" "b" "y" 1 518 1306 1 "two" "001"
82 "18" 4 "t" "b" "n" 1 702 1073 1 "two" "001"
82 "18" 5 "G" "t" "n" 1 535 739 1 "two" "001"
82 "18" 6 "b" "g" "n" 1 718 1082 1 "two" "001"
82 "18" 7 "V" "b" "n" 1 502 1194 1 "two" "001"
82 "18" 8 "b" "v" "n" 1 569 1449 1 "two" "001"
82 "18" 9 "t" "b" "n" 1 518 1159 1 "two" "001"
82 "18" 10 "v" "t" "n" 1 552 930 1 "two" "001"
82 "18" 11 "b" "v" "n" 1 452 663 1 "two" "001"
82 "18" 12 "b" "b" "y" 1 686 700 1 "two" "001"
82 "18" 13 "V" "b" "n" 1 535 780 1 "two" "001"
82 "18" 14 "T" "v" "n" 1 1286 1198 1 "two" "001"
82 "18" 15 "b" "t" "n" 1 1186 507 1 "two" "001"
82 "18" 16 "T" "b" "n" 1 736 1454 1 "two" "001"
82 "18" 17 "b" "t" "n" 1 769 1414 1 "two" "001"
82 "18" 18 "V" "b" "n" 1 585 1134 1 "two" "001"
82 "18" 19 "V" "v" "y" 1 584 1009 1 "two" "001"
82 "18" 20 "t" "v" "n" 1 651 564 1 "two" "001"
82 "19" 1 "V" NA "n" 1 652 1175 2 "two" "001"
82 "19" 2 "g" NA "n" 1 552 1236 2 "two" "001"
82 "19" 3 "v" "v" "y" 1 519 740 2 "two" "001"
82 "19" 4 "t" "g" "n" 1 502 974 2 "two" "001"
82 "19" 5 "v" "v" "y" 1 368 640 2 "two" "001"
82 "19" 6 "V" "t" "n" 1 769 545 2 "two" "001"
82 "19" 7 "B" "v" "n" 1 1053 1314 2 "two" "001"
82 "19" 8 "B" "v" "n" 1 419 728 2 "two" "001"
82 "19" 9 "b" "b" "y" 1 502 1228 2 "two" "001"
82 "19" 10 "V" "b" "n" 1 584 779 2 "two" "001"
82 "19" 11 "t" "b" "n" 1 351 625 2 "two" "001"
82 "19" 12 "B" "v" "y" 0 384 598 2 "two" "001"
82 "19" 13 "t" "t" "n" 0 569 1273 2 "two" "001"
82 "19" 14 "V" "b" "n" 1 602 758 2 "two" "001"
82 "19" 15 "b" "t" "n" 1 1236 1494 2 "two" "001"
82 "19" 16 "V" "v" "y" 1 885 536 2 "two" "001"
82 "19" 17 "T" "b" "y" 0 1019 855 2 "two" "001"
82 "19" 18 "t" "v" "n" 1 669 1074 2 "two" "001"
82 "19" 19 "V" "t" "n" 1 1036 710 2 "two" "001"
82 "19" 20 "t" "t" "n" 0 435 1425 2 "two" "001"
82 "20" 1 "V" NA "n" 1 702 575 2 "two" "001"
82 "20" 2 "G" NA "n" 1 302 608 2 "two" "001"
82 "20" 3 "B" "v" "n" 1 569 1141 2 "two" "001"
82 "20" 4 "T" "g" "n" 1 569 1301 2 "two" "001"
82 "20" 5 "G" "b" "n" 1 1169 983 2 "two" "001"
82 "20" 6 "g" "t" "n" 1 702 647 2 "two" "001"
82 "20" 7 "g" "g" "y" 1 602 1354 2 "two" "001"
82 "20" 8 "G" "g" "n" 0 869 1003 2 "two" "001"
82 "20" 9 "g" "g" "y" 1 1186 1393 2 "two" "001"
82 "20" 10 "v" "g" "n" 1 585 1354 2 "two" "001"
82 "20" 11 "B" "g" "n" 1 1086 1133 2 "two" "001"
82 "20" 12 "V" "v" "n" 0 1069 1183 2 "two" "001"
82 "20" 13 "v" "b" "n" 1 969 1375 2 "two" "001"
82 "20" 14 "t" "v" "n" 1 502 559 2 "two" "001"
82 "20" 15 "v" "v" "y" 1 502 572 2 "two" "001"
82 "20" 16 "b" "t" "n" 1 618 1199 2 "two" "001"
82 "20" 17 "V" "v" "n" 0 884 1022 2 "two" "001"
82 "20" 18 "G" "b" "n" 1 702 1419 2 "two" "001"
82 "20" 19 "v" "v" "n" 0 736 715 2 "two" "001"
82 "20" 20 "v" "g" "n" 1 502 1380 2 "two" "001"
83 "P" 1 "V" NA "n" 1 1485 566 1 "P" "001"
83 "P" 2 "B" "v" "n" 1 1136 832 1 "P" "001"
83 "P" 3 "G" "b" "n" 1 702 1197 1 "P" "001"
83 "P" 4 "B" "g" "y" 0 686 557 1 "P" "001"
83 "P" 5 "B" "b" "n" 0 319 824 1 "P" "001"
83 "P" 6 "B" "b" "y" 1 736 595 1 "P" "001"
83 "P" 7 "G" "b" "n" 1 669 728 1 "P" "001"
83 "P" 8 "b" "g" "y" 0 502 1414 1 "P" "001"
83 "P" 9 "b" "b" "y" 1 736 852 1 "P" "001"
83 "P" 10 "g" "b" "n" 1 434 646 1 "P" "001"
83 "P" 11 "G" "g" "n" 0 485 1219 1 "P" "001"
83 "P" 12 "G" "g" "y" 1 686 842 1 "P" "001"
83 "P" 13 "T" "g" "y" 0 651 581 1 "P" "001"
83 "P" 14 "B" "t" "n" 1 268 1147 1 "P" "001"
83 "P" 15 "V" "b" "n" 1 235 1208 1 "P" "001"
83 "P" 16 "v" "v" "n" 0 1937 1095 1 "P" "001"
83 "P" 17 "t" "v" "y" 0 484 1228 1 "P" "001"
83 "P" 18 "g" "t" "n" 1 285 932 1 "P" "001"
83 "P" 19 "V" "g" "n" 1 385 1369 1 "P" "001"
83 "P" 20 "g" "v" "n" 1 285 862 1 "P" "001"
83 "P" 21 "V" "g" NA -1 NA 1043 1 "P" "001"
83 "P" 22 "V" "v" "n" 0 500 1062 1 "P" "001"
83 "P" 23 "g" "v" "n" 1 515 609 1 "P" "001"
83 "P" 24 "g" "g" "n" 0 652 1086 1 "P" "001"
83 "P" 25 "G" "g" "y" 1 785 709 1 "P" "001"
83 "P" 26 "T" "g" "n" 1 1186 1271 1 "P" "001"
83 "P" 27 "G" "t" "y" 0 468 899 1 "P" "001"
83 "P" 28 "t" "g" "n" 1 435 736 1 "P" "001"
83 "P" 29 "b" "t" "n" 1 617 619 1 "P" "001"
83 "P" 30 "T" "b" "n" 1 1036 610 1 "P" "001"
83 "P" 31 "G" "t" "n" 1 519 978 1 "P" "001"
83 "P" 32 "G" "g" "y" 1 418 1070 1 "P" "001"
83 "P" 33 "G" "g" "y" 1 535 1332 1 "P" "001"
83 "P" 34 "T" "g" "n" 1 686 1254 1 "P" "001"
83 "P" 35 "V" "t" "n" 1 752 1317 1 "P" "001"
83 "P" 36 "G" "v" "y" 0 819 909 1 "P" "001"
83 "P" 37 "T" "g" "n" 1 335 660 1 "P" "001"
83 "P" 38 "T" "t" "y" 1 1003 1068 1 "P" "001"
83 "P" 39 "t" "t" "y" 1 702 1054 1 "P" "001"
83 "P" 40 "V" "t" "n" 1 469 1079 1 "P" "001"
83 "P" 41 "T" "v" "n" 1 936 1290 1 "P" "001"
83 "P" 42 "b" "t" "n" 1 352 1479 1 "P" "001"
83 "P" 43 "G" "b" "n" 1 719 1247 1 "P" "001"
83 "P" 44 "V" "g" "n" 1 435 1044 1 "P" "001"
83 "P" 45 "t" "v" "n" 1 451 1445 1 "P" "001"
83 "P" 46 "T" "t" "n" 0 686 835 1 "P" "001"
83 "P" 47 "v" "t" "n" 1 969 1486 1 "P" "001"
83 "P" 48 "G" "v" "n" 1 551 1380 1 "P" "001"
83 "P" 49 "v" "g" "n" 1 485 781 1 "P" "001"
83 "P" 50 "b" "v" "n" 1 418 747 1 "P" "001"
83 "P" 51 "T" "b" "n" 1 568 978 1 "P" "001"
83 "P" 52 "b" "t" "n" 1 918 900 1 "P" "001"
83 "P" 53 "V" "b" "n" 1 635 801 1 "P" "001"
83 "P" 54 "b" "v" "n" 1 518 1498 1 "P" "001"
83 "P" 55 "B" "b" "y" 1 383 1298 1 "P" "001"
83 "P" 56 "V" "b" "n" 1 351 1493 1 "P" "001"
83 "P" 57 "B" "v" "n" 1 418 507 1 "P" "001"
83 "P" 58 "G" "b" "n" 1 619 697 1 "P" "001"
83 "P" 59 "B" "g" "n" 1 535 678 1 "P" "001"
83 "P" 60 "t" "b" "n" 1 352 792 1 "P" "001"
83 "1" 1 "g" NA "n" 1 535 919 2 "adaptive" "001"
83 "1" 2 "v" NA "n" 1 319 766 2 "adaptive" "001"
83 "1" 3 "t" "g" "n" 1 268 876 2 "adaptive" "001"
83 "1" 4 "t" "v" "n" 1 268 917 2 "adaptive" "001"
83 "1" 5 "t" "t" "n" 0 285 919 2 "adaptive" "001"
83 "1" 6 "B" "t" "n" 1 418 870 2 "adaptive" "001"
83 "1" 7 "B" "t" "y" 0 402 1422 2 "adaptive" "001"
83 "1" 8 "b" "b" "n" 0 268 780 2 "adaptive" "001"
83 "1" 9 "T" "b" "y" 0 285 1417 2 "adaptive" "001"
83 "1" 10 "G" "b" "n" 1 552 1293 2 "adaptive" "001"
83 "1" 11 "t" "t" "n" 0 268 1441 2 "adaptive" "001"
83 "1" 12 "t" "g" "n" 1 252 1263 2 "adaptive" "001"
83 "1" 13 "b" "t" "n" 1 485 561 2 "adaptive" "001"
83 "1" 14 "G" "t" "n" 1 619 1459 2 "adaptive" "001"
83 "1" 15 "b" "b" "n" 0 301 615 2 "adaptive" "001"
83 "1" 16 "V" "g" "n" 1 469 971 2 "adaptive" "001"
83 "1" 17 "v" "b" "y" 0 469 511 2 "adaptive" "001"
83 "1" 18 "t" "v" "n" 1 352 1196 2 "adaptive" "001"
83 "1" 19 "v" "v" "n" 0 385 1375 2 "adaptive" "001"
83 "1" 20 "V" "t" "n" 1 252 1371 2 "adaptive" "001"
83 "2" 1 "b" NA "n" 1 585 1362 1 "adaptive" "001"
83 "2" 2 "B" "b" "n" 0 552 743 1 "adaptive" "001"
83 "2" 3 "g" "b" "y" 0 535 581 1 "adaptive" "001"
83 "2" 4 "T" "g" "n" 1 317 1297 1 "adaptive" "001"
83 "2" 5 "g" "t" "n" 1 515 647 1 "adaptive" "001"
83 "2" 6 "g" "g" "y" 1 519 1220 1 "adaptive" "001"
83 "2" 7 "G" "g" "n" 0 652 1286 1 "adaptive" "001"
83 "2" 8 "g" "g" "y" 1 585 1414 1 "adaptive" "001"
83 "2" 9 "T" "g" "n" 1 552 785 1 "adaptive" "001"
83 "2" 10 "B" "t" "n" 1 519 1415 1 "adaptive" "001"
83 "2" 11 "B" "b" "n" 0 335 1392 1 "adaptive" "001"
83 "2" 12 "v" "b" "n" 1 352 827 1 "adaptive" "001"
83 "2" 13 "v" "v" "y" 1 768 691 1 "adaptive" "001"
83 "2" 14 "T" "v" "n" 1 1887 651 1 "adaptive" "001"
83 "2" 15 "V" "t" "n" 1 602 1153 1 "adaptive" "001"
83 "2" 16 "v" "v" "n" 0 351 878 1 "adaptive" "001"
83 "2" 17 "t" "v" "n" 1 301 1392 1 "adaptive" "001"
83 "2" 18 "G" "t" "n" 1 515 867 1 "adaptive" "001"
83 "2" 19 "b" "g" "n" 1 435 726 1 "adaptive" "001"
83 "2" 20 "V" "b" "y" 0 418 679 1 "adaptive" "001"
83 "3" 1 "V" NA "y" 0 702 1238 1 "adaptive" "001"
83 "3" 2 "V" "v" "n" 0 500 1473 1 "adaptive" "001"
83 "3" 3 "v" "v" "n" 0 352 1309 1 "adaptive" "001"
83 "3" 4 "G" "v" "n" 1 352 1473 1 "adaptive" "001"
83 "3" 5 "g" "g" "n" 0 285 820 1 "adaptive" "001"
83 "3" 6 "g" "g" "n" 0 269 1118 1 "adaptive" "001"
83 "3" 7 "v" "g" "n" 1 268 1225 1 "adaptive" "001"
83 "3" 8 "t" "v" "n" 1 268 1428 1 "adaptive" "001"
83 "3" 9 "G" "t" "y" 0 235 1366 1 "adaptive" "001"
83 "3" 10 "t" "g" "n" 1 235 1380 1 "adaptive" "001"
83 "3" 11 "b" "t" "y" 0 218 1164 1 "adaptive" "001"
83 "3" 12 "v" "b" "n" 1 268 1207 1 "adaptive" "001"
83 "3" 13 "T" "v" "n" 1 285 1041 1 "adaptive" "001"
83 "3" 14 "b" "t" "n" 1 268 1035 1 "adaptive" "001"
83 "3" 15 "g" "b" "n" 1 268 601 1 "adaptive" "001"
83 "3" 16 "T" "g" "n" 1 334 1174 1 "adaptive" "001"
83 "3" 17 "G" "t" "n" 1 498 1318 1 "adaptive" "001"
83 "3" 18 "G" "g" NA 0 NA 1189 1 "adaptive" "001"
83 "3" 19 "g" "g" "n" 0 498 606 1 "adaptive" "001"
83 "3" 20 "T" "g" "n" 1 251 1113 1 "adaptive" "001"
83 "4" 1 "B" NA "y" 0 667 655 1 "adaptive" "001"
83 "4" 2 "g" "b" "n" 1 335 1403 1 "adaptive" "001"
83 "4" 3 "b" "g" "n" 1 302 1379 1 "adaptive" "001"
83 "4" 4 "v" "b" "n" 1 452 650 1 "adaptive" "001"
83 "4" 5 "B" "v" "n" 1 485 857 1 "adaptive" "001"
83 "4" 6 "g" "b" "n" 1 817 1384 1 "adaptive" "001"
83 "4" 7 "g" "g" "y" 1 1536 1432 1 "adaptive" "001"
83 "4" 8 "g" "g" "y" 1 385 839 1 "adaptive" "001"
83 "4" 9 "B" "g" "n" 1 752 545 1 "adaptive" "001"
83 "4" 10 "G" "b" "n" 1 786 662 1 "adaptive" "001"
83 "4" 11 "G" "g" "y" 1 702 1233 1 "adaptive" "001"
83 "4" 12 "b" "g" "y" 0 369 1041 1 "adaptive" "001"
83 "4" 13 "B" "b" "n" 0 498 943 1 "adaptive" "001"
83 "4" 14 "b" "b" "n" 0 498 978 1 "adaptive" "001"
83 "4" 15 "t" "b" "n" 1 386 630 1 "adaptive" "001"
83 "4" 16 "b" "t" "n" 1 386 885 1 "adaptive" "001"
83 "4" 17 "b" "b" "n" 0 269 849 1 "adaptive" "001"
83 "4" 18 "t" "b" "n" 1 386 1451 1 "adaptive" "001"
83 "4" 19 "B" "t" "n" 1 870 1215 1 "adaptive" "001"
83 "4" 20 "G" "b" "n" 1 736 541 1 "adaptive" "001"
83 "5" 1 "t" NA "n" 1 352 616 1 "adaptive" "001"
83 "5" 2 "b" "t" "n" 1 386 1397 1 "adaptive" "001"
83 "5" 3 "G" "b" "n" 1 269 1040 1 "adaptive" "001"
83 "5" 4 "G" "g" "n" 0 336 716 1 "adaptive" "001"
83 "5" 5 "t" "g" "n" 1 419 943 1 "adaptive" "001"
83 "5" 6 "B" "t" "n" 1 353 1395 1 "adaptive" "001"
83 "5" 7 "T" "b" "n" 1 302 704 1 "adaptive" "001"
83 "5" 8 "t" "t" "n" 0 336 1253 1 "adaptive" "001"
83 "5" 9 "G" "t" "y" 0 1137 1214 1 "adaptive" "001"
83 "5" 10 "G" "g" "y" 1 286 1013 1 "adaptive" "001"
83 "5" 11 "G" "g" "n" 0 536 1100 1 "adaptive" "001"
83 "5" 12 "V" "g" "y" 0 236 1388 1 "adaptive" "001"
83 "5" 13 "G" "v" "n" 1 485 791 1 "adaptive" "001"
83 "5" 14 "g" "g" "y" 1 286 663 1 "adaptive" "001"
83 "5" 15 "G" "g" "y" 1 569 1251 1 "adaptive" "001"
83 "5" 16 "G" "g" "y" 1 469 655 1 "adaptive" "001"
83 "5" 17 "b" "g" "n" 1 353 907 1 "adaptive" "001"
83 "5" 18 "B" "b" "n" 0 253 1160 1 "adaptive" "001"
83 "5" 19 "g" "b" "n" 1 553 815 1 "adaptive" "001"
83 "5" 20 "G" "g" "n" 0 436 1168 1 "adaptive" "001"
83 "6" 1 "t" NA "n" 1 770 731 1 "adaptive" "001"
83 "6" 2 "G" "t" "n" 1 402 1494 1 "adaptive" "001"
83 "6" 3 "G" "g" "n" 0 703 1269 1 "adaptive" "001"
83 "6" 4 "v" "g" "n" 1 602 524 1 "adaptive" "001"
83 "6" 5 "v" "v" "y" 1 936 733 1 "adaptive" "001"
83 "6" 6 "g" "v" "n" 1 669 789 1 "adaptive" "001"
83 "6" 7 "V" "g" NA 0 NA 896 1 "adaptive" "001"
83 "6" 8 "G" "v" "n" 1 498 1163 1 "adaptive" "001"
83 "6" 9 "T" "g" "n" 1 453 667 1 "adaptive" "001"
83 "6" 10 "G" "t" "n" 1 753 1458 1 "adaptive" "001"
83 "6" 11 "g" "g" "n" 0 1403 1173 1 "adaptive" "001"
83 "6" 12 "T" "g" "n" 1 1137 1497 1 "adaptive" "001"
83 "6" 13 "v" "t" "n" 1 520 752 1 "adaptive" "001"
83 "6" 14 "V" "v" "n" 0 503 839 1 "adaptive" "001"
83 "6" 15 "t" "v" "n" 1 569 1200 1 "adaptive" "001"
83 "6" 16 "b" "t" "n" 1 736 684 1 "adaptive" "001"
83 "6" 17 "g" "b" "n" 1 470 570 1 "adaptive" "001"
83 "6" 18 "t" "g" NA 0 NA 1256 1 "adaptive" "001"
83 "6" 19 "T" "t" "n" 0 498 542 1 "adaptive" "001"
83 "6" 20 "b" "t" "n" 1 453 1229 1 "adaptive" "001"
83 "7" 1 "g" NA "n" 1 920 1053 1 "adaptive" "001"
83 "7" 2 "t" "g" "n" 1 285 944 1 "adaptive" "001"
83 "7" 3 "V" "t" "y" 0 403 665 1 "adaptive" "001"
83 "7" 4 "g" "v" "n" 1 1020 1332 1 "adaptive" "001"
83 "7" 5 "t" "g" "n" 1 419 1498 1 "adaptive" "001"
83 "7" 6 "V" "t" "n" 1 1404 935 1 "adaptive" "001"
83 "7" 7 "t" "v" "n" 1 452 929 1 "adaptive" "001"
83 "7" 8 "v" "t" "n" 1 553 546 1 "adaptive" "001"
83 "7" 9 "b" "v" "n" 1 869 1368 1 "adaptive" "001"
83 "7" 10 "b" "b" "n" 0 653 738 1 "adaptive" "001"
83 "7" 11 "T" "b" "n" 1 686 931 1 "adaptive" "001"
83 "7" 12 "g" "t" "n" 1 403 994 1 "adaptive" "001"
83 "7" 13 "G" "g" "n" 0 736 513 1 "adaptive" "001"
83 "7" 14 "T" "g" "n" 1 469 812 1 "adaptive" "001"
83 "7" 15 "v" "t" "n" 1 570 612 1 "adaptive" "001"
83 "7" 16 "b" "v" "n" 1 503 946 1 "adaptive" "001"
83 "7" 17 "V" "b" "n" 1 336 1187 1 "adaptive" "001"
83 "7" 18 "G" "v" "y" 0 335 964 1 "adaptive" "001"
83 "7" 19 "V" "g" "n" 1 269 807 1 "adaptive" "001"
83 "7" 20 "b" "v" "n" 1 286 1259 1 "adaptive" "001"
83 "8" 1 "B" NA "y" 0 720 886 1 "adaptive" "001"
83 "8" 2 "G" "b" "n" 1 235 1230 1 "adaptive" "001"
83 "8" 3 "g" "g" "y" 1 403 1348 1 "adaptive" "001"
83 "8" 4 "B" "g" "y" 0 386 912 1 "adaptive" "001"
83 "8" 5 "V" "b" "y" 0 453 1378 1 "adaptive" "001"
83 "8" 6 "t" "v" "n" 1 369 1116 1 "adaptive" "001"
83 "8" 7 "B" "t" "n" 1 102 1184 1 "adaptive" "001"
83 "8" 8 "G" "b" "n" 1 498 859 1 "adaptive" "001"
83 "8" 9 "v" "g" "n" 1 386 1066 1 "adaptive" "001"
83 "8" 10 "b" "v" "n" 1 319 1466 1 "adaptive" "001"
83 "8" 11 "G" "b" "y" 0 515 1106 1 "adaptive" "001"
83 "8" 12 "g" "g" "y" 1 336 1440 1 "adaptive" "001"
83 "8" 13 "b" "g" "n" 1 252 1060 1 "adaptive" "001"
83 "8" 14 "B" "b" "n" 0 419 972 1 "adaptive" "001"
83 "8" 15 "b" "b" "n" 0 736 610 1 "adaptive" "001"
83 "8" 16 "v" "b" "n" 1 519 1461 1 "adaptive" "001"
83 "8" 17 "g" "v" "y" 0 453 677 1 "adaptive" "001"
83 "8" 18 "T" "g" "n" 1 670 1301 1 "adaptive" "001"
83 "8" 19 "B" "t" "n" 1 302 923 1 "adaptive" "001"
83 "8" 20 "b" "b" "n" 0 319 1030 1 "adaptive" "001"
83 "9" 1 "b" NA "n" 1 569 1122 1 "adaptive" "001"
83 "9" 2 "b" "b" NA 0 NA 1157 1 "adaptive" "001"
83 "9" 3 "T" "b" "y" 0 498 1471 1 "adaptive" "001"
83 "9" 4 "V" "t" "y" 0 498 701 1 "adaptive" "001"
83 "9" 5 "b" "v" "y" 0 419 1137 1 "adaptive" "001"
83 "9" 6 "B" "b" "n" 0 369 1281 1 "adaptive" "001"
83 "9" 7 "v" "b" "n" 1 319 1090 1 "adaptive" "001"
83 "9" 8 "B" "v" "n" 1 69 1374 1 "adaptive" "001"
83 "9" 9 "T" "b" "n" 1 100 838 1 "adaptive" "001"
83 "9" 10 "T" "t" "n" 0 302 1298 1 "adaptive" "001"
83 "9" 11 "g" "t" "n" 1 285 743 1 "adaptive" "001"
83 "9" 12 "T" "g" "y" 0 536 946 1 "adaptive" "001"
83 "9" 13 "V" "t" "n" 1 269 1299 1 "adaptive" "001"
83 "9" 14 "b" "v" "n" 1 286 853 1 "adaptive" "001"
83 "9" 15 "B" "b" "y" 1 1053 1153 1 "adaptive" "001"
83 "9" 16 "T" "b" "n" 1 319 1298 1 "adaptive" "001"
83 "9" 17 "G" "t" "n" 1 386 847 1 "adaptive" "001"
83 "9" 18 "b" "g" "n" 1 186 833 1 "adaptive" "001"
83 "9" 19 "B" "b" "n" 0 452 723 1 "adaptive" "001"
83 "9" 20 "g" "b" "n" 1 837 1424 1 "adaptive" "001"
83 "10" 1 "G" NA "y" 0 586 521 1 "adaptive" "001"
83 "10" 2 "t" "g" "n" 1 702 987 1 "adaptive" "001"
83 "10" 3 "g" "t" "n" 1 753 1340 1 "adaptive" "001"
83 "10" 4 "G" "g" "n" 0 703 1223 1 "adaptive" "001"
83 "10" 5 "g" "g" "n" 0 653 1346 1 "adaptive" "001"
83 "10" 6 "b" "g" "y" 0 1020 600 1 "adaptive" "001"
83 "10" 7 "b" "b" "n" 0 1204 1260 1 "adaptive" "001"
83 "10" 8 "G" "b" "n" 1 586 506 1 "adaptive" "001"
83 "10" 9 "T" "g" "n" 1 636 1282 1 "adaptive" "001"
83 "10" 10 "t" "t" "y" 1 819 597 1 "adaptive" "001"
83 "10" 11 "B" "t" "y" 0 436 1153 1 "adaptive" "001"
83 "10" 12 "T" "b" "n" 1 286 988 1 "adaptive" "001"
83 "10" 13 "g" "t" "n" 1 586 722 1 "adaptive" "001"
83 "10" 14 "G" "g" "n" 0 619 1287 1 "adaptive" "001"
83 "10" 15 "T" "g" "n" 1 653 1307 1 "adaptive" "001"
83 "10" 16 "v" "t" "n" 1 352 821 1 "adaptive" "001"
83 "10" 17 "B" "v" "y" 0 503 604 1 "adaptive" "001"
83 "10" 18 "G" "b" "n" 1 670 1019 1 "adaptive" "001"
83 "10" 19 "V" "g" "n" 1 486 547 1 "adaptive" "001"
83 "10" 20 "b" "v" "n" 1 469 632 1 "adaptive" "001"
83 "11" 1 "b" NA "n" 1 785 690 2 "two" "001"
83 "11" 2 "v" NA "n" 1 336 1071 2 "two" "001"
83 "11" 3 "B" "b" "y" 1 736 1017 2 "two" "001"
83 "11" 4 "t" "v" "n" 1 503 768 2 "two" "001"
83 "11" 5 "V" "b" "n" 1 402 931 2 "two" "001"
83 "11" 6 "G" "t" "n" 1 486 1263 2 "two" "001"
83 "11" 7 "G" "v" "n" 1 753 1410 2 "two" "001"
83 "11" 8 "t" "g" "y" 0 770 1143 2 "two" "001"
83 "11" 9 "b" "g" "n" 1 336 1113 2 "two" "001"
83 "11" 10 "b" "t" "n" 1 269 803 2 "two" "001"
83 "11" 11 "v" "b" "n" 1 269 833 2 "two" "001"
83 "11" 12 "g" "b" "n" 1 436 729 2 "two" "001"
83 "11" 13 "T" "v" "n" 1 603 977 2 "two" "001"
83 "11" 14 "T" "g" "n" 1 1053 1159 2 "two" "001"
83 "11" 15 "T" "t" "y" 1 937 763 2 "two" "001"
83 "11" 16 "G" "t" "n" 1 603 1424 2 "two" "001"
83 "11" 17 "b" "t" "n" 1 269 632 2 "two" "001"
83 "11" 18 "T" "g" "n" 1 403 1402 2 "two" "001"
83 "11" 19 "b" "b" "n" 0 515 1021 2 "two" "001"
83 "11" 20 "t" "t" "n" 0 498 1024 2 "two" "001"
83 "12" 1 "v" NA "n" 1 819 866 2 "two" "001"
83 "12" 2 "V" NA "n" 1 403 945 2 "two" "001"
83 "12" 3 "T" "v" "n" 1 303 652 2 "two" "001"
83 "12" 4 "V" "v" "n" 0 318 889 2 "two" "001"
83 "12" 5 "B" "t" "n" 1 219 1434 2 "two" "001"
83 "12" 6 "G" "v" "n" 1 499 1003 2 "two" "001"
83 "12" 7 "T" "b" "n" 1 336 627 2 "two" "001"
83 "12" 8 "T" "g" "n" 1 1171 1412 2 "two" "001"
83 "12" 9 "t" "t" "y" 1 286 524 2 "two" "001"
83 "12" 10 "t" "t" "y" 1 569 984 2 "two" "001"
83 "12" 11 "g" "t" "n" 1 284 577 2 "two" "001"
83 "12" 12 "v" "t" "n" 1 503 1017 2 "two" "001"
83 "12" 13 "B" "g" "n" 1 269 1253 2 "two" "001"
83 "12" 14 "b" "v" "n" 1 303 1133 2 "two" "001"
83 "12" 15 "t" "b" "y" 0 369 998 2 "two" "001"
83 "12" 16 "G" "b" "y" 0 386 684 2 "two" "001"
83 "12" 17 "T" "t" "n" 0 520 690 2 "two" "001"
83 "12" 18 "T" "g" "n" 1 319 882 2 "two" "001"
83 "12" 19 "g" "t" "n" 1 303 1125 2 "two" "001"
83 "12" 20 "T" "t" "y" 1 285 1121 2 "two" "001"
83 "13" 1 "v" NA "y" 0 769 1339 2 "two" "001"
83 "13" 2 "G" NA "n" 1 498 549 2 "two" "001"
83 "13" 3 "V" "v" "n" 0 302 1214 2 "two" "001"
83 "13" 4 "T" "g" "n" 1 385 1179 2 "two" "001"
83 "13" 5 "v" "v" "n" 0 319 807 2 "two" "001"
83 "13" 6 "t" "t" "n" 0 353 784 2 "two" "001"
83 "13" 7 "t" "v" "n" 1 369 1305 2 "two" "001"
83 "13" 8 "B" "t" "n" 1 336 962 2 "two" "001"
83 "13" 9 "b" "t" "y" 0 469 763 2 "two" "001"
83 "13" 10 "t" "b" "y" 0 386 1390 2 "two" "001"
83 "13" 11 "t" "b" "n" 1 268 1128 2 "two" "001"
83 "13" 12 "b" "t" "n" 1 269 1008 2 "two" "001"
83 "13" 13 "v" "t" "n" 1 403 881 2 "two" "001"
83 "13" 14 "V" "b" "y" 0 319 1314 2 "two" "001"
83 "13" 15 "V" "v" "n" 0 286 1154 2 "two" "001"
83 "13" 16 "G" "v" "n" 1 286 958 2 "two" "001"
83 "13" 17 "T" "v" "n" 1 402 948 2 "two" "001"
83 "13" 18 "t" "g" "y" 0 386 985 2 "two" "001"
83 "13" 19 "b" "t" "n" 1 202 1305 2 "two" "001"
83 "13" 20 "v" "t" "n" 1 498 1213 2 "two" "001"
83 "14" 1 "B" NA NA 0 NA 1012 1 "two" "001"
83 "14" 2 "B" "b" "n" 0 500 708 1 "two" "001"
83 "14" 3 "v" "b" "n" 1 303 1422 1 "two" "001"
83 "14" 4 "t" "v" "n" 1 319 1302 1 "two" "001"
83 "14" 5 "v" "t" "n" 1 470 875 1 "two" "001"
83 "14" 6 "G" "v" "y" 0 520 781 1 "two" "001"
83 "14" 7 "V" "g" "n" 1 319 860 1 "two" "001"
83 "14" 8 "B" "v" "n" 1 286 684 1 "two" "001"
83 "14" 9 "g" "b" "n" 1 219 846 1 "two" "001"
83 "14" 10 "G" "g" "n" 0 319 1000 1 "two" "001"
83 "14" 11 "G" "g" "n" 0 269 1271 1 "two" "001"
83 "14" 12 "g" "g" "n" 0 286 1398 1 "two" "001"
83 "14" 13 "G" "g" "n" 0 269 1032 1 "two" "001"
83 "14" 14 "B" "g" "n" 1 336 814 1 "two" "001"
83 "14" 15 "T" "b" "n" 1 336 1156 1 "two" "001"
83 "14" 16 "V" "t" "n" 1 303 1206 1 "two" "001"
83 "14" 17 "v" "v" "n" 0 286 1016 1 "two" "001"
